preferred_term	identifier	ontology_label	occurrences	cas_rn_current	stated_hydration	known_hydrates	hydration_valid	cas_verdict	cas_correct_or_UNKNOWN	grounding_verdict	recommended_target_curie	action	confidence	notes	source_rows_in_culturemech	mediadive_compound_id	sssom_predicate_published	defect_origin
CH3COONa.3H2O	NOT_IN_MIM	NA	0	UNKNOWN	trihydrate	trihydrate	TRUE	NO_CAS_PROVIDED	6131-90-4	NOT_APPLICABLE(unmapped)	CHEBI:32138	OK	high	The stated trihydrate is an established form of sodium acetate; known hydrates are trihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Manganese sulfate monohydrate	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	10034-96-5	NOT_APPLICABLE(unmapped)	CHEBI:86364	OK	high	The stated monohydrate is an established form of manganese(II) sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Thiamine-HCl·2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	hemihydrate; monohydrate; nonstoichiometric hydrate; dihydrate	TRUE	NO_CAS_PROVIDED	13465-05-9	NOT_APPLICABLE(unmapped)	CHEBI:132751	OK	high	The stated dihydrate is an established form of thiamine hydrochloride; known hydrates are hemihydrate; monohydrate; nonstoichiometric hydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
CaSO4 · 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	hemihydrate; dihydrate	TRUE	NO_CAS_PROVIDED	10101-41-4	NOT_APPLICABLE(unmapped)	CHEBI:32583	OK	high	The stated dihydrate is an established form of calcium sulfate; known hydrates are hemihydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
AlCl3·6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	7784-13-6	NOT_APPLICABLE(unmapped)	CHEBI:30115	OK	high	The stated hexahydrate is an established form of aluminium chloride; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2HPO4.7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	dihydrate; heptahydrate; dodecahydrate	TRUE	NO_CAS_PROVIDED	7782-85-6	NOT_APPLICABLE(unmapped)	kgmicrobe.compound:na2hpo4_x_7_h2o	OK	high	The stated heptahydrate is an established form of disodium hydrogenphosphate; known hydrates are dihydrate; heptahydrate; dodecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
5.0% Na2S・9H2O solution	NOT_IN_MIM	NA	0	UNKNOWN	nonahydrate	dihydrate; pentahydrate; nonahydrate	TRUE	NO_CAS_PROVIDED	1313-84-4	NOT_APPLICABLE(unmapped)	CHEBI:76209	OK	high	The stated nonahydrate is an established form of sodium sulfide; known hydrates are dihydrate; pentahydrate; nonahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2WO4·H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; dihydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of sodium tungstate; known hydrates are monohydrate; dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
MgCl2 x H2O	CHEBI:86355	magnesium dichloride monohydrate	2	22756-14-5	monohydrate	monohydrate; dihydrate; tetrahydrate; hexahydrate; octahydrate; dodecahydrate	TRUE	MATCHES_HYDRATE	22756-14-5	CORRECT	CHEBI:86355	OK	high	CHEBI:86355, CAS 22756-14-5, and 2Cl.H2O.Mg consistently identify magnesium chloride monohydrate. MIM source fields: mapping_status=MAPPED; mapping_quality=EXACT_MATCH; molecular_formula=2Cl.H2O.Mg.	3	912	skos:exactMatch	NONE
MgSO4·6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	none exists	MINT	high	The stated hexahydrate is an established form of magnesium sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	MIM
FeSO4・H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of iron(II) sulfate; known hydrates are monohydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
MnCl2.4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13446-34-9	NOT_APPLICABLE(unmapped)	CHEBI:86368	OK	high	The stated tetrahydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
FeCl3 . 6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	10025-77-1	NOT_APPLICABLE(unmapped)	CHEBI:86254	OK	high	The stated hexahydrate is an established form of iron(III) chloride; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
VOSO4 . 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; trihydrate; pentahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	CHEBI:87009	OK	high	The stated dihydrate is an established form of vanadyl sulfate; known hydrates are monohydrate; dihydrate; trihydrate; pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2B4O7 . 10H2O	NOT_IN_MIM	NA	0	UNKNOWN	decahydrate	decahydrate	TRUE	NO_CAS_PROVIDED	1303-96-4	NOT_APPLICABLE(unmapped)	CHEBI:131366	OK	high	The stated decahydrate is an established form of disodium tetraborate; known hydrates are decahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
KH2PO4 x 2 H2O	mediadive.compound:1810	NA	0	UNKNOWN	dihydrate	none known	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	No stable dihydrate of potassium dihydrogenphosphate is established; known hydrate forms are none known. This is MediaDive compound 1810 and the fix or confirmation belongs upstream before MIM ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	3	1810	NOT_FOUND	MEDIADIVE_UPSTREAM
KH2PO4 x 7 H2O	mediadive.compound:1161	NA	0	UNKNOWN	heptahydrate	none known	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	No stable heptahydrate of potassium dihydrogenphosphate is established; known hydrate forms are none known. This is MediaDive compound 1161 and the fix or confirmation belongs upstream before MIM ingestion. Exact-label downstream presence was confirmed in kg-microbe transformed MediaDive exports; no downstream file was changed.	3	1161	NOT_FOUND	MEDIADIVE_UPSTREAM
CuCl2 · 2H2O	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate (reported); dihydrate	TRUE	NO_CAS_PROVIDED	10125-13-0	NOT_APPLICABLE(unmapped)	CHEBI:86318	OK	high	The stated dihydrate is an established form of copper(II) chloride; known hydrates are monohydrate (reported); dihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
DL-Asparagine x H2O	mediadive.compound:1128	NA	0	UNKNOWN	monohydrate	monohydrate	TRUE	NO_CAS_PROVIDED	5794-13-8	NOT_APPLICABLE(unmapped)	cas:5794-13-8	OK	high	The stated monohydrate is an established form of asparagine; known hydrates are monohydrate. This is MediaDive compound 1128 and the fix or confirmation belongs upstream before MIM ingestion.	3	1128	NOT_FOUND	NONE
Disodium succinate・6H2O	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hexahydrate	TRUE	NO_CAS_PROVIDED	6106-21-4	NOT_APPLICABLE(unmapped)	CHEBI:63686	OK	high	The stated hexahydrate is an established form of disodium succinate; known hydrates are hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
CuSO4 · 5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7758-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31440	OK	high	The stated pentahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2SeO3.5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	pentahydrate	TRUE	NO_CAS_PROVIDED	26970-82-1	NOT_APPLICABLE(unmapped)	CHEBI:131361	OK	high	The stated pentahydrate is an established form of sodium selenite; known hydrates are pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Cr2(SO4)3 x n H2O	CHEBI:53471	chromium(III) sulfate	2	10101-53-8	hydrate (unspecified stoichiometry)	multiple nonstoichiometric hydrates reported	UNSPECIFIED	MATCHES_ANHYDROUS_WRONGLY	UNKNOWN	WRONG_TERM_ANHYDROUS	none exists	MINT	high	Variable n leaves hydration open, but CHEBI:53471, CAS 10101-53-8, and 2Cr.3O4S encode anhydrous chromium(III) sulfate; no exact ChEBI hydrate term is asserted. Published SSSOM skos:exactMatch to CHEBI:53471 therefore asserts a false hydrate-to-anhydrous identity. MIM source fields: mapping_status=MAPPED; mapping_quality=EXACT_MATCH; molecular_formula=2Cr.3O4S.	3	2024	skos:exactMatch	MIM
(NH4)Mo7O24・4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	The ammonium heptamolybdate formula is malformed; (NH4)6Mo7O24 tetrahydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	CULTUREMECH
MnCI2.4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13446-34-9	NOT_APPLICABLE(unmapped)	CHEBI:86368	OK	high	The stated tetrahydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2SeO4 x 10 H2O	mediadive.compound:1325	NA	0	UNKNOWN	decahydrate	sesquihydrate; heptahydrate; decahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated decahydrate is an established form of sodium selenate; known hydrates are sesquihydrate; heptahydrate; decahydrate. This is MediaDive compound 1325 and the fix or confirmation belongs upstream before MIM ingestion.	3	1325	NOT_FOUND	NONE
(NH4)6Mo7O24·4H2O	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	tetrahydrate	TRUE	NO_CAS_PROVIDED	12054-85-2	NOT_APPLICABLE(unmapped)	cas:12054-85-2	OK	high	The stated tetrahydrate is an established form of ammonium heptamolybdate; known hydrates are tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
NaVO3 x n H2O	mediadive.compound:700	NA	0	UNKNOWN	hydrate (unspecified stoichiometry)	monohydrate	UNSPECIFIED	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	low	The label does not establish a unique water stoichiometry for sodium metavanadate; the original recipe or registry record is required. This is MediaDive compound 700 and the fix or confirmation belongs upstream before MIM ingestion.	3	700	NOT_FOUND	MEDIADIVE_UPSTREAM
Na2S2O3 . 5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	pentahydrate	TRUE	NO_CAS_PROVIDED	10102-17-7	NOT_APPLICABLE(unmapped)	CHEBI:32150	OK	high	The stated pentahydrate is an established form of sodium thiosulfate; known hydrates are pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Na2SeO3 . 5H2O	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	pentahydrate	TRUE	NO_CAS_PROVIDED	26970-82-1	NOT_APPLICABLE(unmapped)	CHEBI:131361	OK	high	The stated pentahydrate is an established form of sodium selenite; known hydrates are pentahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
Calcium nitrate tetrahydrate	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	dihydrate; trihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13477-34-4	NOT_APPLICABLE(unmapped)	CHEBI:86159	OK	high	The stated tetrahydrate is an established form of calcium nitrate; known hydrates are dihydrate; trihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
magnesium sulfate heptahydrate	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate	TRUE	NO_CAS_PROVIDED	10034-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31795	OK	high	The stated heptahydrate is an established form of magnesium sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate; undecahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
manganese(II) sulfate dihydrate	NOT_IN_MIM	NA	0	UNKNOWN	dihydrate	monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	CHEBI:86356	OK	high	The stated dihydrate is an established form of manganese(II) sulfate; known hydrates are monohydrate; dihydrate; tetrahydrate; pentahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
zinc sulfate heptahydrate	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7446-20-0	NOT_APPLICABLE(unmapped)	CHEBI:32312	OK	high	The stated heptahydrate is an established form of zinc sulfate; known hydrates are monohydrate; tetrahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
copper sulfate pentahydrate	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7758-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31440	OK	high	The stated pentahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
CoSO4 . 7H2O	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	10026-24-1	NOT_APPLICABLE(unmapped)	CHEBI:91244	OK	high	The stated heptahydrate is an established form of cobalt(II) sulfate; known hydrates are monohydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
SrCl2 x 6 H2O solution (0.1% w/v)	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	hemihydrate; monohydrate; dihydrate; hexahydrate	TRUE	NO_CAS_PROVIDED	10025-70-4	NOT_APPLICABLE(unmapped)	CHEBI:36385	OK	high	The stated hexahydrate is an established form of strontium chloride; known hydrates are hemihydrate; monohydrate; dihydrate; hexahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	3	NA	NOT_FOUND	NONE
0.2% Fe(NH4)2(SO4)・6H2O (in 0.037% HCl)	NOT_IN_MIM	NA	0	UNKNOWN	hexahydrate	none known for formula as written	FALSE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	NEEDS_SOURCE	high	The Mohr-salt formula is malformed; (NH4)2Fe(SO4)2 hexahydrate is likely intended. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	2	NA	NOT_FOUND	CULTUREMECH
LiCl.H2O	NOT_IN_MIM	NA	0	UNKNOWN	monohydrate	monohydrate; trihydrate	TRUE	NO_CAS_PROVIDED	UNKNOWN	NOT_APPLICABLE(unmapped)	UNKNOWN	OK	high	The stated monohydrate is an established form of lithium chloride; known hydrates are monohydrate; trihydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	2	NA	NOT_FOUND	NONE
MnCl2・4H2O (5.0 g/L in 0.01 N H2SO4)	NOT_IN_MIM	NA	0	UNKNOWN	tetrahydrate	monohydrate; dihydrate; tetrahydrate	TRUE	NO_CAS_PROVIDED	13446-34-9	NOT_APPLICABLE(unmapped)	CHEBI:86368	OK	high	The stated tetrahydrate is an established form of manganese(II) chloride; known hydrates are monohydrate; dihydrate; tetrahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	2	NA	NOT_FOUND	NONE
ZnSO4・7H2O (0.6 g/L in 0.01 N H2SO4)	NOT_IN_MIM	NA	0	UNKNOWN	heptahydrate	monohydrate; tetrahydrate; hexahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7446-20-0	NOT_APPLICABLE(unmapped)	CHEBI:32312	OK	high	The stated heptahydrate is an established form of zinc sulfate; known hydrates are monohydrate; tetrahydrate; hexahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	2	NA	NOT_FOUND	NONE
CuSO4・5H2O (0.15 g/L in 0.01 N H2SO4)	NOT_IN_MIM	NA	0	UNKNOWN	pentahydrate	monohydrate; trihydrate; pentahydrate; heptahydrate	TRUE	NO_CAS_PROVIDED	7758-99-8	NOT_APPLICABLE(unmapped)	CHEBI:31440	OK	high	The stated pentahydrate is an established form of copper(II) sulfate; known hydrates are monohydrate; trihydrate; pentahydrate; heptahydrate. No exact MIM preferred-term row exists; this CultureMech-only label should be checked against its source recipe before ingestion.	2	NA	NOT_FOUND	NONE
